Var1,Var2,Var3
0,NaN,NaN
1.87663,NaN,NaN
1.95992,NaN,NaN
2.04324,NaN,NaN
2.12653,NaN,NaN
2.20987,NaN,NaN
2.2932,NaN,NaN
2.37653,NaN,NaN
2.45986,NaN,NaN
2.54319,NaN,NaN
2.62653,NaN,NaN
2.70984,NaN,NaN
2.79316,NaN,NaN
2.8765,NaN,NaN
2.9612,NaN,NaN
3.04452,NaN,NaN
3.12785,NaN,NaN
3.21119,NaN,NaN
3.29452,NaN,NaN
3.3779,NaN,NaN
3.46124,NaN,NaN
3.54456,NaN,NaN
3.6279,NaN,NaN
3.71123,NaN,NaN
3.79459,NaN,NaN
3.87792,NaN,NaN
3.96128,NaN,NaN
4.04462,NaN,NaN
4.12798,NaN,NaN
4.21132,NaN,NaN
4.29465,NaN,NaN
4.37798,NaN,NaN
4.46131,NaN,NaN
4.54465,NaN,NaN
4.62799,NaN,NaN
4.71135,NaN,NaN
4.79469,NaN,NaN
4.87802,NaN,NaN
4.96137,NaN,NaN
5.04471,NaN,NaN
5.12804,NaN,NaN
5.21139,NaN,NaN
5.29472,NaN,NaN
5.37805,NaN,NaN
5.46139,NaN,NaN
5.54472,NaN,NaN
5.62805,NaN,NaN
5.71138,NaN,NaN
5.7947,NaN,NaN
5.87802,NaN,NaN
5.96136,NaN,NaN
6.04469,NaN,NaN
6.12801,NaN,NaN
6.21134,NaN,NaN
6.29468,NaN,NaN
6.37801,NaN,NaN
6.46135,NaN,NaN
6.54468,NaN,NaN
6.62801,NaN,NaN
6.71135,NaN,NaN
6.79468,NaN,NaN
6.87802,NaN,NaN
6.96136,NaN,NaN
7.04469,NaN,NaN
7.12804,NaN,NaN
7.21137,NaN,NaN
7.29476,NaN,NaN
7.37809,NaN,NaN
7.46143,NaN,NaN
7.54477,NaN,NaN
7.6281,NaN,NaN
7.71145,NaN,NaN
7.79478,NaN,NaN
7.87811,NaN,NaN
7.96144,NaN,NaN
8.04477,NaN,NaN
8.12811,NaN,NaN
8.21145,NaN,NaN
8.29343,NaN,NaN
8.37676,NaN,NaN
8.46009,NaN,NaN
8.54342,NaN,NaN
8.62681,NaN,NaN
8.71013,NaN,NaN
8.79347,NaN,NaN
8.87679,NaN,NaN
8.96012,NaN,NaN
9.04345,NaN,NaN
9.12678,NaN,NaN
9.2101,NaN,NaN
9.29343,NaN,NaN
9.37744,NaN,NaN
9.46145,NaN,NaN
9.54478,NaN,NaN
9.6281,NaN,NaN
9.71143,NaN,NaN
9.79476,NaN,NaN
9.87811,NaN,NaN
9.96144,NaN,NaN
10.04477,NaN,NaN
10.12811,NaN,NaN
10.21143,NaN,NaN
10.29476,NaN,NaN
10.37809,NaN,NaN
10.42996,NaN,NaN
10.46142,NaN,NaN
10.54474,NaN,NaN
10.62807,NaN,NaN
10.7114,NaN,NaN
10.79473,NaN,NaN
10.87806,NaN,NaN
10.96139,NaN,NaN
11.04473,NaN,NaN
11.12806,NaN,NaN
11.21142,NaN,NaN
11.29476,NaN,NaN
11.37809,NaN,NaN
11.46142,NaN,NaN
11.54475,NaN,NaN
11.62809,NaN,NaN
11.71142,NaN,NaN
11.79476,NaN,NaN
11.8781,NaN,NaN
11.96143,NaN,NaN
12.04475,NaN,NaN
12.12809,NaN,NaN
12.21141,NaN,NaN
12.29474,NaN,NaN
12.37807,NaN,NaN
12.46141,NaN,NaN
12.54481,NaN,NaN
12.62814,NaN,NaN
12.71147,NaN,NaN
12.7948,NaN,NaN
12.87812,NaN,NaN
12.96145,NaN,NaN
13.04477,NaN,NaN
13.1281,NaN,NaN
13.21143,NaN,NaN
13.29475,NaN,NaN
13.37808,NaN,NaN
13.46142,NaN,NaN
13.54475,NaN,NaN
13.62807,NaN,NaN
13.71141,NaN,NaN
13.79473,NaN,NaN
13.87808,NaN,NaN
13.9614,NaN,NaN
14.04473,NaN,NaN
14.12805,NaN,NaN
14.21139,NaN,NaN
14.29472,NaN,NaN
14.37804,NaN,NaN
14.46136,NaN,NaN
14.54469,NaN,NaN
14.62665,NaN,NaN
14.70998,NaN,NaN
14.79331,NaN,NaN
14.87663,NaN,NaN
14.95996,NaN,NaN
15.04329,NaN,NaN
15.12661,NaN,NaN
15.20994,NaN,NaN
15.29327,NaN,NaN
15.3766,NaN,NaN
15.45994,NaN,NaN
15.54326,NaN,NaN
15.62796,NaN,NaN
15.71129,NaN,NaN
15.79462,NaN,NaN
15.87794,NaN,NaN
15.96126,NaN,NaN
16.04459,NaN,NaN
16.12798,NaN,NaN
16.2113,NaN,NaN
16.29463,NaN,NaN
16.37799,NaN,NaN
16.46134,NaN,NaN
16.54465,NaN,NaN
16.62798,NaN,NaN
16.71131,NaN,NaN
16.79456,NaN,NaN
16.87788,NaN,NaN
16.96124,NaN,NaN
17.04457,NaN,NaN
17.1279,NaN,NaN
17.21124,NaN,NaN
17.29456,NaN,NaN
17.3779,NaN,NaN
17.46123,NaN,NaN
17.54456,NaN,NaN
17.6279,NaN,NaN
17.71123,NaN,NaN
17.79457,NaN,NaN
17.8779,NaN,NaN
17.96122,NaN,NaN
18.04456,NaN,NaN
18.12791,NaN,NaN
18.21124,NaN,NaN
18.29457,NaN,NaN
18.3779,NaN,NaN
18.46124,NaN,NaN
18.54458,NaN,NaN
18.62791,NaN,NaN
18.71123,NaN,NaN
18.79457,NaN,NaN
18.87793,NaN,NaN
18.96126,NaN,NaN
19.04458,NaN,NaN
19.12797,NaN,NaN
19.21131,NaN,NaN
19.29455,NaN,NaN
19.37788,NaN,NaN
19.46123,NaN,NaN
19.54456,NaN,NaN
19.6279,NaN,NaN
19.71123,NaN,NaN
19.79456,NaN,NaN
19.87789,NaN,NaN
19.96122,NaN,NaN
20.04456,NaN,NaN
20.12787,NaN,NaN
20.21121,NaN,NaN
20.29454,NaN,NaN
20.3779,NaN,NaN
20.46122,NaN,NaN
20.54456,NaN,NaN
20.62789,NaN,NaN
20.71122,NaN,NaN
20.79455,NaN,NaN
20.87652,NaN,NaN
20.95985,NaN,NaN
21.04319,NaN,NaN
21.12653,NaN,NaN
21.20985,NaN,NaN
21.29319,NaN,NaN
21.37652,NaN,NaN
21.45986,NaN,NaN
21.54318,NaN,NaN
21.62651,NaN,NaN
21.70989,NaN,NaN
21.79391,NaN,NaN
21.87792,NaN,NaN
21.96126,NaN,NaN
22.04458,NaN,NaN
22.12792,NaN,NaN
22.21125,NaN,NaN
22.29458,NaN,NaN
22.37791,NaN,NaN
22.46126,NaN,NaN
22.5446,NaN,NaN
22.62793,NaN,NaN
22.71127,NaN,NaN
22.79461,NaN,NaN
22.87794,NaN,NaN
22.9613,NaN,NaN
23.04464,NaN,NaN
23.12797,NaN,NaN
23.2113,NaN,NaN
23.29463,NaN,NaN
23.37797,NaN,NaN
23.46131,NaN,NaN
23.54464,NaN,NaN
23.62798,NaN,NaN
23.71131,NaN,NaN
23.79464,NaN,NaN
23.87797,NaN,NaN
23.96131,NaN,NaN
24.04463,NaN,NaN
24.12797,NaN,NaN
24.21132,NaN,NaN
24.29465,NaN,NaN
24.37803,NaN,NaN
24.46135,NaN,NaN
24.54469,NaN,NaN
24.62802,NaN,NaN
24.71135,NaN,NaN
24.79469,NaN,NaN
24.87802,NaN,NaN
24.96136,NaN,NaN
25.0447,NaN,NaN
25.12803,NaN,NaN
25.21136,NaN,NaN
25.29469,NaN,NaN
25.37803,NaN,NaN
25.46136,NaN,NaN
25.5447,NaN,NaN
25.62805,NaN,NaN
25.71137,NaN,NaN
25.79471,NaN,NaN
25.87804,NaN,NaN
25.96137,NaN,NaN
26.04472,NaN,NaN
26.12805,NaN,NaN
26.21138,NaN,NaN
26.29472,NaN,NaN
26.37805,NaN,NaN
26.46138,NaN,NaN
26.54472,NaN,NaN
26.62805,NaN,NaN
26.71139,NaN,NaN
26.79472,NaN,NaN
26.87805,NaN,NaN
26.96072,NaN,NaN
27.04339,NaN,NaN
27.12672,NaN,NaN
27.21006,NaN,NaN
27.29339,NaN,NaN
27.37674,NaN,NaN
27.46007,NaN,NaN
27.5434,NaN,NaN
27.62674,NaN,NaN
27.71007,NaN,NaN
27.7934,NaN,NaN
27.87675,NaN,NaN
27.96008,NaN,NaN
28.04341,NaN,NaN
28.12676,NaN,NaN
28.21012,NaN,NaN
28.29344,NaN,NaN
28.37678,NaN,NaN
28.46012,NaN,NaN
28.54345,NaN,NaN
28.62678,NaN,NaN
28.71013,NaN,NaN
28.79346,NaN,NaN
28.87679,NaN,NaN
28.96011,NaN,NaN
29.04345,NaN,NaN
29.12678,NaN,NaN
29.21012,NaN,NaN
29.29345,NaN,NaN
29.37679,NaN,NaN
29.46015,NaN,NaN
29.5435,NaN,NaN
29.62683,NaN,NaN
29.71017,NaN,NaN
29.7935,NaN,NaN
29.87684,NaN,NaN
29.96017,NaN,NaN
30.0435,NaN,NaN
30.12682,NaN,NaN
30.21016,NaN,NaN
30.29349,NaN,NaN
30.37683,NaN,NaN
30.46016,NaN,NaN
30.54349,NaN,NaN
30.62682,NaN,NaN
30.71016,NaN,NaN
30.79349,NaN,NaN
30.87684,NaN,NaN
30.96017,NaN,NaN
31.04351,NaN,NaN
31.12684,NaN,NaN
31.21018,NaN,NaN
31.29351,NaN,NaN
31.37683,NaN,NaN
31.46016,NaN,NaN
31.5435,NaN,NaN
